claim_id,location,claim_type,value_paper,digits,units,comparison,needs_block,claim
abstract_study_pairs,Abstract (p. 1),pipeline,27,0,NA,==,TRUE,27 original-replication study pairs
abstract_survey_responses,Abstract (p. 1),pipeline,101745,0,NA,==,TRUE,"encompassing 101,745 individual survey responses"
significance_study_pairs,Significance statement (p. 1),pipeline,27,0,NA,==,TRUE,We replicated 27 survey experiments
significance_survey_responses,Significance statement (p. 1),pipeline,101745,0,NA,==,TRUE,"encompassing 101,745 individual survey responses"
methods_study_pairs,Methods and Materials (p. 1),pipeline,27,0,NA,==,TRUE,reanalyses of 27 original-replication pairs
methods_subgroups,Methods and Materials (p. 1),pipeline,16,0,NA,==,TRUE,among 16 distinct subgroups
methods_cate_difference_in_means,Methods and Materials (p. 1); Appendix front matter,descriptive,NA,0,NA,approx,TRUE,We estimate all CATEs via difference-in-means; the appendix repeats it for the CATE column
methods_slope_ci_level,Methods and Materials (p. 1),definitional,95,0,percent,==,FALSE,"We calculate 95% confidence intervals (CIs) around our slope estimates using the jackknife. The level is deming()'s conf argument, whose default the table scripts take; the jackknife limits are not a fixed multiple of the standard error, so the level cannot be read back out of them."
methods_separate_experiments,Methods and Materials (p. 2),pipeline,54,0,NA,==,TRUE,the 54 separate experiments
methods_study_pairs_parenthetical,Methods and Materials (p. 2),pipeline,27,0,NA,==,TRUE,(27 study pairs) reanalyzed here
methods_attributes,Methods and Materials (p. 2),pipeline,6,0,NA,==,TRUE,We have identified six attributes that are measured in nearly all studies
methods_max_categories,Methods and Materials (p. 2),pipeline,3,0,NA,==,TRUE,we have coarsened each to a maximum of three categories
methods_age_band_1_low,Methods and Materials (p. 2),definitional,18,0,NA,==,TRUE,"age (18 to 39, 40 to 59, 60+): lower bound of the youngest band"
methods_age_band_1_high,Methods and Materials (p. 2),definitional,39,0,NA,==,TRUE,"age (18 to 39, 40 to 59, 60+): upper bound of the youngest band"
methods_age_band_2_low,Methods and Materials (p. 2),definitional,40,0,NA,==,TRUE,"age (18 to 39, 40 to 59, 60+): lower bound of the middle band"
methods_age_band_2_high,Methods and Materials (p. 2),definitional,59,0,NA,==,TRUE,"age (18 to 39, 40 to 59, 60+): upper bound of the middle band"
methods_age_band_3_low,Methods and Materials (p. 2),definitional,60,0,NA,==,TRUE,"age (18 to 39, 40 to 59, 60+): lower bound of the oldest band"
methods_table1_sample_sizes,"Materials and Methods, Studies",descriptive,NA,0,NA,==,TRUE,"The full list of studies, with the sample sizes used in the analyses reported here, is presented in Table 1"
table_1_note_ci_level,Table 1 note (p. 2),definitional,95,0,percent,==,FALSE,the 95% CIs are estimated via the jackknife. Same quantity as methods_slope_ci_level.
footnote_hc2,Results footnote (p. 2),definitional,2,0,NA,==,FALSE,HC2 robust standard errors. The 2 is part of the estimator's name; lm_robust's se_type default is HC2 and is visible at the call site in run_cates().
